"id","id_str","full_text","username",""
"1.6645337369969E+18","1.6645337369969E+18","Ayo pendukung Rizieq sekarang saatnya bersuara! Apakah kami yg tidak bersedia menyebut Rizieq dengan panggilan kehormatan IB-HRS tidak boleh mendukung @aniesbaswedan? Kita bikin jelas saja sekarang!","PartaiSocmed",""
"1.6645533120695E+18","1.6645533120695E+18","Ia unggul atas pesaing terdekatnya, Ganjar Pranowo sebesar 21,2 persen dan Anies Baswedan yang meraih dukungan 13,5 persen. #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","harrispradana_",""
"1.6645533797572E+18","1.6645533797572E+18","pintu ruang dukung @aniesbaswedan terbuka lebar kayak ISTORA SENAYAN, banyak tanpa kunci;\n\nmasalah lain"" yg buat tdk bisa masuk pintu yg sama diataranya, tidak jadikan antaranya berhak untuk melarang lainnya  memasuki ruang tsb.\n\nMudah""an yg masuk ruang tsb jd berahklaq","","kurangbayar"
"1.664553305388E+18","1.664553305388E+18","Menteri Pertahanan RI Prabowo Subianto unggul atas pesaing terdekatnya, seperti Gubernur Jawa Tengah Ganjar Pranowo dan eks gubernur DKI Jakarta Anies Baswedan. #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","harrispradana_",""
"1.664552506113E+18","1.664552506113E+18","Presiden PKS cium indikasi Anies Baswedan dijegal penguasa. https://t.co/w2kMUPVH9w","mediabersuara",""
"1.6645525163513E+18","1.6645525163513E+18","@marlina_idha @aniesbaswedan ahli bahasa body, keren keren","AntalinADV2000",""
"1.6645526352976E+18","1.6645526352976E+18","@Hasbil_Lbs @aniesbaswedan @AgusYudhoyono @jokowi #pacitanparadiseofjava. https://t.co/jvjfxALh88","iinnuraini180",""
"1.6645529392168E+18","1.6645529392168E+18","@upsize778 @lesehan88 @tatakujiyati @aniesbaswedan Urgensi nya JIS apa? Lihat sekarang apa yang tuntas? Justru banyak masalah yang ditinggalkan sehingga JIS tidak layak menggelar even besar.","Gerald657",""
"1.6645530448462E+18","1.6645530448462E+18","@qadroenphobia @islah_bahrawi @aniesbaswedan https://t.co/xKyQdlTx7x","Dunianyasantai",""
"1.6645528734837E+18","1.6645528734837E+18","@PartaiSocmed @KING_VADUKA @aniesbaswedan Kalo gw pribadi sebagai muslim yg masih banyak belajar, IB HRS jelas keturunan Rasulullah, dan wajib untuk gw hormati","DityaYuri",""
"1.6645528154052E+18","1.6645528154052E+18","@aan_vrntrade @PartaiSocmed @KING_VADUKA @aniesbaswedan Ga terlalu ngaruh, itu karena die hard ahok nyerang kiyai maruf amin,kiyai NU jakarta &amp; ulama2 yg berhubungan dgn FPI kek alm ust arifin ilham dkk ditambah jg nyerang SBY","rakhmat_mulyana",""
"1.6645525402421E+18","1.6645525402421E+18","@PartaiSocmed @KING_VADUKA @aniesbaswedan pak @aniesbaswedan dr dulu di kenal intelektual muslim moderat. krn prabowo(gerindra)saat mengusung anies di pilgub menggandeng rizieq, skrg jd terbawa sbg bagian dr muslim radikal","Erni483",""
"1.6645527344803E+18","1.6645527344803E+18","@PartaiSocmed @KING_VADUKA @aniesbaswedan Apa menurutmu HRS gak layak di hormati?","re4l_4kun",""
"1.664552476065E+18","1.664552476065E+18","@CilokaMan @PartaiSocmed @aniesbaswedan Betul, tinggal derajatnya di atas apa dibawah, hanya Tuhan Allah yg tau, bukan kita.","74Daijiro",""
"1.6645525229741E+18","1.6645525229741E+18","@tianraditya @Mahad_Geraldy @Justwannastop8 @PartaiSocmed @UyokBack Pemilihan kades mas ... Den Bagus Ganjar sama Ki Anies Baswedan ..","Ading_Fardhy",""
"1.6645524816728E+18","1.6645524816728E+18","@qadroenphobia @islah_bahrawi @aniesbaswedan Ya elah elu baru 2009 dah pamer. elu sih pilih jalan hidup yg salah makanya akun elu aman. Buat jalan hidup yg benar sejk 2014 sampai sekarang akun yg dijalan benar selalu dibekap. ðŸ«¢ðŸ«¢","Dunianyasantai",""
"1.6645526721653E+18","1.6645526721653E+18","Anies Baswedan Nyapres, Jokowi Berupaya Menjegal https://t.co/0PgZqVZKHl","sumbawanews",""
"1.6645525839635E+18","1.6645525839635E+18","@qadroenphobia @islah_bahrawi @aniesbaswedan Dibayar ðŸ«¢ðŸ«¢ elu kali hahaha","Dunianyasantai",""
"1.6645527749386E+18","1.6645527749386E+18","@stafsus_dagelan @Bramfanggi @Mdy_Asmara1701 @aniesbaswedan kenapa n ada apa Bang...","MPrimbon",""
"1.6645524510083E+18","1.6645524510083E+18","Yang Kaya gini mau jadi Presiden ? Malu woy ! #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/p2QtXH0Zb0","ChanelHixam",""
"1.6645520643521E+18","1.6645520643521E+18","@NasDem @aniesbaswedan Masaaaaaaaaa ?!!!!!! https://t.co/6H1VFwSZvn","sunaryo67830978",""
"1.6645519855664E+18","1.6645519855664E+18","@janganmentang2 @hattori_hery @AbukhaliefR @Moch_herianto @DokterTifa @aniesbaswedan @jokowi Pendukung Ganjar paling seneng bolak balik fakta ya ? Dengan gampang memframing tata kata ke pak Anis","MirzhaArie",""
"1.6645524586587E+18","1.6645524586587E+18","Anies gabener udah dari sifatnya #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/6xhoihEKBi","ChanelHixam",""
"1.6645523405471E+18","1.6645523405471E+18","@BapakFadilLagi @bintangku206 @JhonniSinaga20 @aniesbaswedan Pecat..!!","Grom1ton",""
"1.6645524613891E+18","1.6645524613891E+18","Sifatnya aja begini si anies, skip banget #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/rNAUC3gpHl","ChanelHixam",""
"1.664496738064E+18","1.664496738064E+18","Anies emang mesum dari dulu #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/pDY3zQnU8F","hmfbmjmf",""
"1.6645521487709E+18","1.6645521487709E+18","@BiruScooter @rh_dewa @RaknongPem @msobri99 @AlineRaztha @aniesbaswedan contohnya??","MANWAR2711",""
"1.664552358721E+18","1.664552358721E+18","@putri_Aalona @aniesbaswedan Gerombolan wakanda dead rice..","MaliqRd",""
"1.6645524563224E+18","1.6645524563224E+18","Hati-hati sama anies #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/D7VWPbvwGt","ChanelHixam",""
"1.6645521662696E+18","1.6645521662696E+18","@PartaiSocmed @aniesbaswedan Tapi bagaimanapun, HRS itu dihormati banyak orang. HRS ada di hati banyak umat Islam lintas golongan, jadi ya kami mohon jangan merendahkan beliau tum.","PoernoAdiNug",""
"1.6645522731655E+18","1.6645522731655E+18","@putri_Aalona @aniesbaswedan Yaelahhhh...","Susilow62383231",""
"1.6644967456557E+18","1.6644967456557E+18","Sifatnya aja begini si anies, skip banget #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/A5lv9Ieo8g","hmfbmjmf",""
"1.6645524540323E+18","1.6645524540323E+18","Anies emang mesum dari dulu #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/x4d4QSlrlK","ChanelHixam",""
"1.6645523446742E+18","1.6645523446742E+18","@memate_wemate @PartaiSocmed @aniesbaswedan owh iya,   kita ganti aja ISTORA SENAYAN ðŸ¤£ ðŸ™ðŸ‘Œ","kurangbayar",""
"1.6644967358872E+18","1.6644967358872E+18","Yang Kaya gini mau jadi Presiden ? Malu woy ! #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/IT3GZzyGW2","hmfbmjmf",""
"1.6644967478368E+18","1.6644967478368E+18","Redflag banget sama kelakuan anies sekarang #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/QG9xaD0akI","hmfbmjmf",""
"1.6645522597606E+18","1.6645522597606E+18","@putri_Aalona @aniesbaswedan Ayo jangan pada diam ini udah ngak bener","anasm02780359",""
"1.6645521243223E+18","1.6645521243223E+18","@putri_Aalona @aniesbaswedan Klo ini gimana?? Ayo koment???? https://t.co/NfBeFadtcQ","FahreziBadrun",""
"1.6645524416422E+18","1.6645524416422E+18","@kangdede78 @aniesbaswedan Komisaris paling huruk dan seburuk2nya yaa wkwkwkw ... Kerjaannya cuma nyinyir ...GAK PUNYA MALU","svarga700131",""
"1.6644967402534E+18","1.6644967402534E+18","Hati-hati sama anies #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/LfQoaL0ySX","hmfbmjmf",""
"1.664551984048E+18","1.664551984048E+18","@DokterTifa @aniesbaswedan Politik ya kepentingan...  Tdk mntp kmungkinan kalo pak anis pun akan sprti itu..   Bktnya pak prabowo yg pas pilpres sangat bertolak belakang dengan pak jokowi pada akhrnya gabung pemerintah..","denz_2490",""
"1.6644967431307E+18","1.6644967431307E+18","Anies gabener udah dari sifatnya #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/Z0ONWWyLlU","hmfbmjmf",""
"1.6645524641781E+18","1.6645524641781E+18","Redflag banget sama kelakuan anies sekarang #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/JRblESBsa2","ChanelHixam",""
"1.6645514126915E+18","1.6645514126915E+18","@BosPurwa @susipudjiastuti @aniesbaswedan https://t.co/NjaaZOfToF","jokomiroto",""
"1.6645513041807E+18","1.6645513041807E+18","Sepakat. Sebab masih ada yg ngakunya pro Anies tp mereka bersorak dg pembegal demokrat. Lantas gimana @aniesbaswedan  bisa maju jk Koalisi bubar?!","MuhammadFFirdau",""
"1.664551319125E+18","1.664551319125E+18","@1971Andidarni @Miduk17 11 12 sama gubernur GA skrg, yg kebelet pengen menghapus jejak kesuksesan Anies Baswedan....","ayahduanis",""
"1.6645515681702E+18","1.6645515681702E+18","@PartaiSocmed @aniesbaswedan @susipudjiastuti Kasian bener anies dulu dituduh syiah waktu jd rektor paramadina krn anak didik Alm. Nurcholish Madjid skrg dituduh radikal krn didukung sama Habib Rizieq","MamakiloQG",""
"1.6645513733656E+18","1.6645513733656E+18","@susipudjiastuti @BosPurwa @aniesbaswedan kalau ini saya setuju bu, saya dukung","frangipanizt",""
"1.6645517970869E+18","1.6645517970869E+18","@IMCMushroom 1 @aniesbaswedan","antasen69661738",""
"1.6645516158971E+18","1.6645516158971E+18","@BosPurwa @CutSarina5 @susipudjiastuti @aniesbaswedan https://t.co/hWKzRWkHR7","AndiBoga06",""
"1.6645514401474E+18","1.6645514401474E+18","@PartaiSocmed @aniesbaswedan Agar saling mnghargai sj.. mnjaga perasaan sesama pndukung anis.. jk dirasa mnyakiti.. sbaiknya mmakai IB atau tdk mmbhs sm skali.. ini sih masukan pribadiku.. no offens..","tomihilmy",""
"1.6645516316971E+18","1.6645516316971E+18","@putri_Aalona @aniesbaswedan Gpp bagus kok","ilhamsyah",""
"1.6645514372869E+18","1.6645514372869E+18","@AdiJaya45860062 @aniesbaswedan Siaaaaappp,,,, kekuatan rakyat, suara rakyat,,ðŸ‘ðŸ˜˜","jagokan57083101",""
"1.6645517024047E+18","1.6645517024047E+18","@PartaiSocmed @aniesbaswedan owh kita ganti aja ISTORA SENAYAN ðŸ¤£","kurangbayar",""
"1.6645197532041E+18","1.6645197532041E+18","Pencopetan partai Demokrat bukanlah melulu mslhnya AHY, SBY &amp; Anggota dr @PDemokrat  saja . \nTp masalah seluruh kualisi perubahan dan pendukungnya\nTujuan mereka adl menggagalkan @aniesbaswedan  maju pilpres. \n Apkh kalian akan trs diam sj . \nBersatulah dan bergeraklah bersama PD. https://t.co/dX9M3YKN66","STresnowat1",""
"1.6645519373151E+18","1.6645519373151E+18","@Sukardi2017 @aniesbaswedan Nah ini satu lagi tata kata dan kepintaran Anies tentang RIS, dia kan katanya pernah sekolah di Amrik. Pemimpin negara bagian di Amrik itu namanya presiden negara bagian. Padahal kalo di DKI namanya gakbener alias gotbener.ðŸ¤¨ðŸ˜œðŸ˜‚ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/iYhgd1BZ8Y","fransiskusjurin",""
"1.6645519110671E+18","1.6645519110671E+18","@AnakLolina2 @aniesbaswedan Orang ini salah satu rakyat jateng yg terkena gangguan jiwa.\nKasiaan..","NAsBtati",""
"1.6645514831265E+18","1.6645514831265E+18","@sepedakujelek @bintangku206 @JhonniSinaga20 @aniesbaswedan @jokowi Wkwkwkwk....","AhmadAr34758311",""
"1.6645519822402E+18","1.6645519822402E+18","@BiruScooter @rh_dewa @RaknongPem @msobri99 @AlineRaztha @aniesbaswedan iya bang lu menang dah omonganlu nyambung kayak pipa rucikaðŸ¤­","MANWAR2711",""
"1.6645514920897E+18","1.6645514920897E+18","@PartaiSocmed @aniesbaswedan yg nyebut rizieq pake IB-HRS ga usah ikutan dukung anies, beban. anies jd dianggap politik identitas &amp; intoleran","hahehehhah",""
"1.6645516838826E+18","1.6645516838826E+18","@aniesbaswedan\nIn sya Allah clear opinion kecuali bagi  para kumpulan CAWE mmg menganggapnya seperti diri mrk yg penuh tinta merah dimana mana Makanya bikin masalah terus unt menjeratnya, nmn Allah  Maha adil yg ternyata justru mrk lagi yg muncul jelek\n\nhttps://t.co/OcEpj35sdp""","ENS53311139",""
"1.6645511171357E+18","1.6645511171357E+18","@90_D_hell @aniesbaswedan https://t.co/TEyVfM8tFU","rudye3762",""
"1.6645512675057E+18","1.6645512675057E+18","@susipudjiastuti @BosPurwa @aniesbaswedan Gas buk.. \nJan lupa korek nya","DE_Sapta5",""
"1.664551187474E+18","1.664551187474E+18","@PartaiSocmed @aniesbaswedan Kalo Quraisy Shihab juga keturunan Nabi Muhammad yang terdaftar di Rabithah Alawiyah. Tapi ternyata kita ga perlu manggil Pak Quraisy Shihab sebagai Habib yaa?\n\nKalo ga salah masih satu nama belakang","theforge8888",""
"1.6645510255992E+18","1.6645510255992E+18","@ResmawanKha @SimanjuntakElly @aniesbaswedan Trus klo ini gmn? https://t.co/6eC3ZFO9pW","NgilmuKantiLaku",""
"1.6645508399971E+18","1.6645508399971E+18","@ainunnajib @ridwankamil @aniesbaswedan @prabowo @ganjarpranowo @Dirgaminus mainkan","ardyjumm",""
"1.664551109263E+18","1.664551109263E+18","@AdeSury47801562 @tengkorak_maut @aniesbaswedan Noh buar pinter https://t.co/SYqKpPNMe5","HilNadya",""
"1.6645510129953E+18","1.6645510129953E+18","@putri_Aalona @aniesbaswedan Gk nyocot ini raimu su https://t.co/oNShCFw42R","ThejavaRio",""
"1.6645510766271E+18","1.6645510766271E+18","Yang Kaya gini mau jadi Presiden ? Malu woy ! #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/nY7nxCwP6q","BeckyAd62401392",""
"1.6645509395069E+18","1.6645509395069E+18","Lalu disusul Ganjar Pranowo dengan 21,2 persen, dan Anies Baswedan 13,5 persen,"" lanjutnya. #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto""","KyaraHumanerror",""
"1.6645512900543E+18","1.6645512900543E+18","@Kris_Simpati @putri_Aalona @aniesbaswedan Cocotmu tai monyet","ThejavaRio",""
"1.6645509514271E+18","1.6645509514271E+18","@kangdede78 @Mdy_Asmara1701 @GeiszChalifah @Lembayung071 @musniumar @ekowboy2 @abu_waras @HukumDan @bachrum_achmadi @Tan_Mar3M @BangEdiii @DrEvaChaniago @Stevaniehuangg @CutSarina5 @ArieMutyara @aniesbaswedan Anjing Budug bs nya gong2 doank... di gertak dikit lngsng kaing kaing https://t.co/dgNZT8F1xx","Pejuang248",""
"1.6644967478368E+18","1.6644967478368E+18","Redflag banget sama kelakuan anies sekarang #AniesBaswedan #Anies #AniesMesum #AniesGagal https://t.co/QG9xaD0akI","hmfbmjmf",""
"1.6645502597025E+18","1.6645502597025E+18","@kangdede78 @Mdy_Asmara1701 @GeiszChalifah @Lembayung071 @musniumar @ekowboy2 @abu_waras @HukumDan @bachrum_achmadi @Tan_Mar3M @BangEdiii @DrEvaChaniago @Stevaniehuangg @CutSarina5 @ArieMutyara @aniesbaswedan Bloon loe..","Hape67889697",""
"1.6645506149936E+18","1.6645506149936E+18","@Bramfanggi @MPrimbon @Mdy_Asmara1701 @aniesbaswedan Bang @MPrimbon tiba-tiba terdiam seperti ayam keselek karet gelang....","stafsus_dagelan",""
"1.6645508128683E+18","1.6645508128683E+18","@NasDem @aniesbaswedan Gue tambahin rekam jejaknya https://t.co/LWeKlkxeHk","triliuner007",""
"1.6645508366919E+18","1.6645508366919E+18","@jansen_jsp @aniesbaswedan @AgusYudhoyono SUKSES KOALISI PERUBAHAN...!!!!","Alfito70427950",""
"1.664550223988E+18","1.664550223988E+18","@Dunianyasantai @islah_bahrawi @aniesbaswedan Petugas partaiii...tapi bukan JONGOS PARTAIðŸ¤£ðŸ¤£ðŸ˜˜ðŸ¤£.... ibu negara calon loe yg mana?? https://t.co/MXrkKXaPRa","qadroenphobia",""
"1.664550440347E+18","1.664550440347E+18","@sebutirabu @AirinDatangLagi @aniesbaswedan Wwkk si anies lagi buang buang bukti lama","Angga37508351",""
"1.6645502464904E+18","1.6645502464904E+18","@PartaiSocmed @KING_VADUKA @aniesbaswedan Tapi emang kenyataan, para pendukung habib ini boleh aja jadi penguat kalo tajuknya Pilkada DKI, kalo udah pilpres dengan voters segitu banyak dari segala latar belakang sih kehadiran mereka di barisan Anies cuma akan bikin dia keliatan kaya capres Niche.","ahmahmNiam",""
"1.664550322378E+18","1.664550322378E+18","@ainunnajib @ridwankamil @aniesbaswedan @prabowo @ganjarpranowo Fix golput","Badmilova",""
"1.6645505356793E+18","1.6645505356793E+18","@Dunianyasantai @islah_bahrawi @aniesbaswedan Hahahahah akun tolol gini koo dibayar buat nyerang... korlap yg bayarin apa gak ngawasin sih... buzzer yaman","qadroenphobia",""
"1.6645504364756E+18","1.6645504364756E+18","@caloproperty @DavidWijaya82 @aniesbaswedan Woi gemblung, tuh proses semuanya, dasar otak udang lho","buang_asmara",""
"1.664550280414E+18","1.664550280414E+18","@PartaiSocmed @aniesbaswedan Aneh bener emang itu orang-orang. Namanya emang bener Rizieq kok dipermasalahkan?","cak_ipho",""
"1.6645506150775E+18","1.6645506150775E+18","@Moch_herianto @DokterTifa @aniesbaswedan Kalo di Profile akun orng yang ada NKRI2, Atau Si Paling NKRI biasanya sih Kebalikannya (Anti NKRI) iya gak pak @Moch_herianto ?","placemen88",""
"1.6645505059837E+18","1.6645505059837E+18","@PartaiSocmed @aniesbaswedan Memanggil beliau dengan Rizieq itu sah sah saja, kecuali kalau memanggil dengan Rijik, habib mesum itu ya penghinaan. Terlalu meninggikan beliau malah bisa terjerumus dengan sikap Ghuluw bahkan pengkultusan.","PoernoAdiNug",""
"1.6645507016773E+18","1.6645507016773E+18","@kangdede78 @aniesbaswedan Bahkan demi ambisi sampai lupa diri ketika kebodohan nya sendiri ia tonton kan di media sosial https://t.co/80MX4frjTs","Ronie51200373",""
"1.6645502181957E+18","1.6645502181957E+18","Mahfud MD Beri Peringatan Ancaman Penjegalan di Kubu Anies Baswedan, Mardani Ali Sera Beri Jawaban: Jawaban diberikan Mardani Ali Sera terkait pernyataan Mahfud MD mengenai potensi penjegalan terhadap Anies Baswedan. https://t.co/TZ9oifyjCY","pikiran_rakyat",""
"1.6645503220005E+18","1.6645503220005E+18","@BennyKeef @PartaiSocmed @aniesbaswedan @susipudjiastuti Yes dukung\nIni masalah prinsip\nJgn krn soal dukungan #99 pun kena dikte\nDan berharap semuanya juga bersikap sama","NdutChaniago",""
"1.6645507710846E+18","1.6645507710846E+18","@take_mid @PartaiSocmed @KING_VADUKA @aniesbaswedan mrk fans fanatik yg dukung mendukung dg alibi membela agama.\njd klo sdh benci sma orang bencinya membabi buta, jkw adalah musuh bersma mrk, krn bowo berkhianat dg berbalik mndkg jkw, mrk jadi benvi jg ke bowo\nini sdh gk sehat""","ProoFaris29119",""
"1.6645498406873E+18","1.6645498406873E+18","@imrantjng @Aceh @aniesbaswedan #R7BUPATIBM2034 \n\nWKWK sedang dipersiapkan","ruhdi7",""
"1.6645498484049E+18","1.6645498484049E+18","@Jongos_widodos @DENIDANI @PartaiSocmed @aniesbaswedan Saran aja sih. Udah hentikan panggilan cebong n kadrun. Trus apa bedanya dgn yg bilang kadrun?","JenangSum",""
"1.6645500261763E+18","1.6645500261763E+18","@Dunianyasantai @islah_bahrawi @aniesbaswedan Wkwkwkwk gw maen twitter dr 2009 drpd loe baru 2023... keliatan banget buat twitter utk cari makanðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£","qadroenphobia",""
"1.6645501013298E+18","1.6645501013298E+18","@JabauSyamani @DokterTifa @aniesbaswedan Kalo benar punya ijazah asli, kenapa tdk diperlihatkan di pengadilan...?","ANDALASHUSNI",""
"1.6645500646087E+18","1.6645500646087E+18","@TMSIHOL @DavidWijaya82 @aniesbaswedan Woi gemblung, tuh laporin si Ganjar yang merubah lambang Garuda.","buang_asmara",""
"1.6645499907134E+18","1.6645499907134E+18","@susipudjiastuti @BosPurwa @aniesbaswedan Benar Bu, semuanya memang kawan. Namun diantaranya pasti ada yang lebih real memperjuangkan keadilan dan tujuan negara untuk kesejahteraan rakyat..","PriadiSuper",""
"1.6645500735299E+18","1.6645500735299E+18","@DokterTifa @aniesbaswedan Sy prihatin dgn Psikis Anda.","ErickFrontier1",""
"1.6645497651521E+18","1.6645497651521E+18","@Dunianyasantai @islah_bahrawi @aniesbaswedan Udhlah KALAH debat gx usah ngamuk, sadari aja dan belajar lg biar yg bayarin loe puas.... eh twit yg ini ente kemanainðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ½ðŸ½ https://t.co/2oFseCCF6W","qadroenphobia",""
"1.6645499337673E+18","1.6645499337673E+18","@qadroenphobia @islah_bahrawi @aniesbaswedan Entar gua kasih video gitu ya. ðŸ«¢ðŸ«¢","Dunianyasantai",""
"1.6645501226998E+18","1.6645501226998E+18","@edwingosal @ch_chotimah2 @Dennysiregar7 @aniesbaswedan https://t.co/L3hNS1IeGY","TonyAlvito",""
"1.664549705723E+18","1.664549705723E+18","Jakarta, Suara Jelata---Elektabilitas Calon Presiden Partai Gerindra dan Menteri Pertahanan Prabowo Subianto teratas dalam hasil survei yang dirilis lembaga Y-Publica dengan perolehan sebanyak 25,3% unggul atas Ganjar Pranowo dan Anies Baswedan.","Suarajelata1",""
"1.6645498107568E+18","1.6645498107568E+18","@Hilmi28 @aniesbaswedan @AgusYudhoyono @aheryawan @YahyaCStaquf @susipudjiastuti @KhofifahIP Sepertinya cawapresnya dari timur natalius pigai, kejutan kan?","tekobaru25",""
"1.664549786174E+18","1.664549786174E+18","@YosAditya61 @DavidWijaya82 @aniesbaswedan Woi gemblung, gimana tuh gambar burung Garuda yang dibuat Ganjar, nggak lho komentarin.","buang_asmara",""
"1.6645498877642E+18","1.6645498877642E+18","@bangbri82 @Sukardi2017 @aniesbaswedan Pendukung ARB memang dari pendidikan menengah keatas sampai-sampai dibilang tidak banjir tapi hanya Parkir Air aja sangat percaya.....ðŸ˜‚ðŸ˜‚","Cueeng1",""
"1.664549677357E+18","1.664549677357E+18","@qadroenphobia @islah_bahrawi @aniesbaswedan Hahaha korlap? Emang elu main korlap.. ðŸ«¢ðŸ«¢ https://t.co/d17a8lugcg","Dunianyasantai",""
"1.6645489560751E+18","1.6645489560751E+18","@PartaiSocmed @KING_VADUKA @aniesbaswedan Cinta berlebihan ke orang kecuali nabi, itu seringnya membutakan, mereka itu jatohnya kek pemuja pemuja jokowi, menghina orang lain yg berbeda pandangan, padahalmah objektif aja kalo salah bilang salah kalo bener ya pede aja.","AdiPrajus",""
"1.6645492418037E+18","1.6645492418037E+18","@Grom1ton @bintangku206 @JhonniSinaga20 @aniesbaswedan Kalo kesiangan ,bisa telat masuk kantor ðŸ˜","BapakFadilLagi",""
"1.6645490444323E+18","1.6645490444323E+18","@OJlaban @AgusYudhoyono @aniesbaswedan halah kebanyakan drama terlalu sering koar2 gak jelas berbelitbelit ribet gembar gembor doang  ujungnya zonk elektabilitas makin nyungsep  lalu playing victim nuduh2 penjegalan lah survei berbayar lah gitu aja terus sampai lebaran kuda muter2 gak selesai2 sampai koalisinya bubar","nuk_sam",""
"1.6645494511204E+18","1.6645494511204E+18","@qadroenphobia @islah_bahrawi @aniesbaswedan Siap TOLOL Monitor ðŸ«¢","Dunianyasantai",""
"1.6645489306912E+18","1.6645489306912E+18","@Dunianyasantai @islah_bahrawi @aniesbaswedan Udahlah smp sini aja KETOLOLANMU sdh bisa dibaca netizen... tutup akun aja deh atau ganti nama... kasihan korlapMu udh bayar mahalÂ² jd buzzer onta tpi ttp aja GOBLOG.... @aniesbaswedan","qadroenphobia",""
"1.6645493210298E+18","1.6645493210298E+18","@susipudjiastuti @BosPurwa @aniesbaswedan Cocok ini...","DYS_yes",""
"1.6645495340795E+18","1.6645495340795E+18","@PartaiSocmed @aniesbaswedan Apa hubungannya tum? Terserah lu, mau dukung pak Anies atau tidak, bukan urusan ib-hrs. Sengaja cari celah yeeee,????\nMancing mancing...???","EnniWibisono",""
"1.6645489674501E+18","1.6645489674501E+18","@DokterTifa @aniesbaswedan Mengapa Anies dicopot jadi menteri nggak ada yang tau pasti kecuali mereka2 sendiri, banyak info yang beredar. Tapi yang paling terlihat karena Anies memang nggak ada permisinya dan nggak bisa diatur atau kerjasama dengan partai yang berkuasa, malah lebih dekat sama JK.","AdhiTriePutra",""
"1.6645495251205E+18","1.6645495251205E+18","@tengkorak_maut @High__wall @suradiparlan5 @aniesbaswedan @ganjarpranowo Auto Koplak. Wakakakakakak....","dwifajar_ant",""
"1.6645496234308E+18","1.6645496234308E+18","@PartaiSocmed @aniesbaswedan terus yg jelas ente dukung siapa? gak usah ribut ribu lah.","mhdrstwn",""
"1.664549435333E+18","1.664549435333E+18","@Berty69968038 @bintangku206 @JhonniSinaga20 @aniesbaswedan Kalo Belawan itu Gitaris. ðŸ˜","BapakFadilLagi",""
"1.6645488740806E+18","1.6645488740806E+18","#PemiluSantun\n#AniesBaswedan\n#AniesGagal\n#JanjiManisAnies\n#PolitikIdentitas\n#KoalisiPerubahan\n#AniesAntekCendana\n#UntukIndonesia\n#Capres2024\n#Pilpres2024\n#Pemilu2024\n#PemiluSerentak2024 https://t.co/VwYUpjICUs","candra_irsan",""
"1.6645488133555E+18","1.6645488133555E+18","Di urutan ketiga, ada Anies Baswedan dengan elektabilitas 18,5 persen. #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","akuteguh5",""
"1.6645488961385E+18","1.6645488961385E+18","@aniesbaswedan Goblok loe nies Anies gambar Garuda berantakan begitu kimak loe","Nikul_ae",""
"1.6645486043617E+18","1.6645486043617E+18","@90_D_hell @aniesbaswedan Wah @nahdlatululama juga kena sindir nih https://t.co/WFiBz14x1T","212bowie",""
"1.6645486400762E+18","1.6645486400762E+18","@NasDem @aniesbaswedan Kapan juventus,barcelona,real madrit ke indonesia bpk tukang ngibulðŸ˜‚","HondaPaima71384",""
"1.6645488443766E+18","1.6645488443766E+18","@bumnbersatu @jokowi @ganjarpranowo @aniesbaswedan @prabowo Masa @kaesangp  ðŸ˜ƒ","yesmar_banu",""
"1.6645489048584E+18","1.6645489048584E+18","#PemiluSantun\n#AniesBaswedan\n#AniesGagal\n#JanjiManisAnies\n#PolitikIdentitas\n#KoalisiPerubahan\n#AniesAntekCendana\n#UntukIndonesia\n#Capres2024\n#Pilpres2024\n#Pemilu2024\n#PemiluSerentak2024 https://t.co/yg5in3T2BS","candra_irsan",""
"1.6645486816585E+18","1.6645486816585E+18","Kemarin Bertemu SBY, Siang Ini Anies Baswedan Sambangi NasDem https://t.co/V6sSjSXafh","merdekadotcom",""
"1.6645488845244E+18","1.6645488845244E+18","dalam hasil survei yang dirilis lembaga Y-Publica dengan perolehan sebanyak 25,3% unggul atas Ganjar Pranowo dan Anies Baswedan.\n\nGanjar menduduki posisi kedua dengan elektabilitas sebesar 24% disusul Anies 17,2%.","dpcgerindr41397",""
